index,artist,date,has_audio,has_video,link,rating,title,total_downloads,uploader
8791,Various Modern Jazz Players.,2015-08-05,False,False,patches.php?mode=show&unit=G3&ID=8791,5.0,ModrnJazz~,1483,teleosus
8786,"6 Surf Sounds ""Zipped""",2015-08-04,False,False,patches.php?mode=show&unit=G3&ID=8786,3.0,6_SurfSounds~,697,teleosus
8784,Scotty Moore,2015-08-01,False,False,patches.php?mode=show&unit=G3&ID=8784,4.0,ScMoore~,586,teleosus
8782,Wino,2015-07-29,False,False,patches.php?mode=show&unit=G3&ID=8782,3.0,Harmoniz,524,Wino
8781,Speedball,2015-07-26,False,False,patches.php?mode=show&unit=G3&ID=8781,2.0,Insane Metal,564,Thierry
8774,Strike witches - Ishida Yoko,2015-07-25,False,True,patches.php?mode=show&unit=G3&ID=8774,3.7,EMG89 for pop modern rock - Connect link,1044,syakugannoikamu...
8775,BB King,2015-07-25,False,False,patches.php?mode=show&unit=G3&ID=8775,4.0,BBKing~,2275,teleosus
8776,Beatles,2015-07-25,False,False,patches.php?mode=show&unit=G3&ID=8776,3.0,Beatles~,984,teleosus
8756,Biraj,2015-07-18,False,False,patches.php?mode=show&unit=G3&ID=8756,5.0,Sweet Dist & Lead,912,biraj
8753,Megadeth - Dave Mustaine,2015-07-13,True,False,patches.php?mode=show&unit=G3&ID=8753,3.8,Youthanasia Distortion - Album,1333,FedX79
8751,Dream Theater - John Petruci,2015-07-11,True,False,patches.php?mode=show&unit=G3&ID=8751,2.0,Images & Words Album - Distortion,1243,FedX79
8752,Pantera,2015-07-11,True,False,patches.php?mode=show&unit=G3&ID=8752,3.7,Dimebag Darrel Distortion,1561,FedX79
8750,Yuto,2015-07-10,False,False,patches.php?mode=show&unit=G3&ID=8750,3.3,Metal core sound,726,yuto
8748,pink floyd,2015-07-09,False,False,patches.php?mode=show&unit=G3&ID=8748,2.0,run like hell,776,richardandpenny
8745,Nickelback,2015-07-05,False,False,patches.php?mode=show&unit=G3&ID=8745,5.0,Nickelback,1144,Hawkeyeted
8735,Zoom,2015-06-28,False,False,patches.php?mode=show&unit=G3&ID=8735,5.0,Good For Lead,1458,Prase
8736,ZOOM,2015-06-28,False,False,patches.php?mode=show&unit=G3&ID=8736,3.0,Fat and Warm Lead Sound,896,Prase
8738,Doobie Brothers,2015-06-28,False,False,patches.php?mode=show&unit=G3&ID=8738,5.0,China Grove,757,Marsden
8727,Green Day,2015-06-27,True,True,patches.php?mode=show&unit=G3&ID=8727,3.5,American idiot (Album),1664,MikyPt
8730,clean/acoustic,2015-06-27,False,False,patches.php?mode=show&unit=G3&ID=8730,4.7,"warm, clean tone",1993,TheEscalator
8723,black keys,2015-06-24,False,False,patches.php?mode=show&unit=G3&ID=8723,4.0,lonely boy,711,richardandpenny
8724,U2,2015-06-24,False,False,patches.php?mode=show&unit=G3&ID=8724,2.0,MYSTERIOUS WAYS,608,RICHARDAND PENN...
8725,U2,2015-06-24,False,False,patches.php?mode=show&unit=G3&ID=8725,3.0,ZOOROPA,560,richardandpenny
8715,n/a,2015-06-21,True,False,patches.php?mode=show&unit=G3&ID=8715,3.0,Clean tone,1020,jaja
8696,Green/Moore-ish,2015-06-01,True,False,patches.php?mode=show&unit=G3&ID=8696,4.0,Need Your Love So Bad,1309,Will Patching
8690,Peter Green style,2015-05-29,False,True,patches.php?mode=show&unit=G3&ID=8690,3.0,Greeny Blues,943,Will Patching
8687,Pink Floyd - David Gilmour,2015-05-24,False,False,patches.php?mode=show&unit=G3&ID=8687,2.0,Comfortably Numb,1581,Mattimonz
8663,Pink Floyd,2015-05-08,True,False,patches.php?mode=show&unit=G3&ID=8663,1.0,Time solo,970,Alex_84
8666,Adam Jones,2015-05-08,False,False,patches.php?mode=show&unit=G3&ID=8666,5.0,Tool,794,Bergison
8660,Dire Straits/Knopfler,2015-05-04,False,False,patches.php?mode=show&unit=G3&ID=8660,1.0,General Knopfler,1302,Alex_84
8638,"The Shadows, Hank Marvin",2015-05-03,False,True,patches.php?mode=show&unit=G3&ID=8638,3.4,The Shadows patches,11395,MatevÅ¾B
8620,Brian may (but not his particular tone),2015-04-15,True,False,patches.php?mode=show&unit=G3&ID=8620,5.0,Liquid lead attempt,1021,Cules
8616,Rock'n'Roller,2015-04-13,True,False,patches.php?mode=show&unit=G3&ID=8616,1.0,D.I.R.T &  B.O.M.B.,877,P.Z.
8581,_,2015-04-03,True,False,patches.php?mode=show&unit=G3&ID=8581,4.5,modern metal tone,2377,ryoooooooosuke2...
8573,Arctic Monkeys,2015-03-24,False,False,patches.php?mode=show&unit=G3&ID=8573,4.0,Arctic Monkeys (first CDs),1069,Tom Magar
8574,Arctic Monkeys,2015-03-24,False,False,patches.php?mode=show&unit=G3&ID=8574,4.0,Arctic Monkeys (last CDs),871,Tom Magar
8560,joe satriani,2015-03-16,False,True,patches.php?mode=show&unit=G3&ID=8560,3.5,satch 1,1837,tsunamizone
8562,Metallica,2015-03-16,True,False,patches.php?mode=show&unit=G3&ID=8562,4.3,Fade to Black (clean tone),3996,Piotr Sz.
8555,jeff beck,2015-03-15,False,True,patches.php?mode=show&unit=G3&ID=8555,3.0,pgr beck,929,tsunamizone
8558,Paul Kossoff,2015-03-15,False,True,patches.php?mode=show&unit=G3&ID=8558,3.0,alrite now,502,tsunamizone
8559,hendrix,2015-03-15,False,False,patches.php?mode=show&unit=G3&ID=8559,1.0,ladyland,569,tsunamizone
8550,"Metal , Rock",2015-03-13,True,False,patches.php?mode=show&unit=G3&ID=8550,3.5,Overdrive 2,2017,Piotr Sz.
8546,eric johnson,2015-03-11,False,True,patches.php?mode=show&unit=G3&ID=8546,4.0,cod clean,1600,tsunamizone
8542,MirrorV,2015-03-10,True,False,patches.php?mode=show&unit=G3&ID=8542,2.0,"vintage sound (the cure, placebo, ecc.)",1239,MirrorV
8543,MirrorV,2015-03-10,True,False,patches.php?mode=show&unit=G3&ID=8543,3.0,acoustic guitar,2377,MirrorV
8544,Placebo,2015-03-10,True,False,patches.php?mode=show&unit=G3&ID=8544,4.0,Special Needs,867,MirrorV
8545,u2,2015-03-10,True,False,patches.php?mode=show&unit=G3&ID=8545,5.0,electrical storm,1274,MirrorV
8535,jimi hendrix,2015-03-09,False,False,patches.php?mode=show&unit=G3&ID=8535,5.0,cln jimi,1320,tsunamizone
8536,cream (eric clapton),2015-03-09,False,False,patches.php?mode=show&unit=G3&ID=8536,3.0,creamy t,872,tsunamizone
8540,SANTANA { BLACK MAGIC WOMAN },2015-03-09,False,False,patches.php?mode=show&unit=G3&ID=8540,3.0,bmwoman,1432,tsunamizone
8524,eric johnson,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8524,4.5,e johnson,1182,tsunamizone
8525,60's,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8525,2.0,ham organ,788,tsunamizone
8526,jimi hendrix,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8526,3.0,little wing,1034,tsunamizone
8527,eddie van halen,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8527,2.0,eruption,887,tsunamizone
8528,jimi hendrix,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8528,3.3,hendrix,887,tsunamizone
8529,deep purple,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8529,2.0,smokewater,1431,tsunamizone
8530,prince,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8530,3.0,purplerain,1026,tsunamizone
8531,country,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8531,3.5,honkytonk,934,tsunamizone
8532,peter frampton,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8532,3.0,frampton-1,497,tsunamizone
8533,rhcp,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8533,5.0,chillpeppr,1454,tsunamizone
8534,eric johnson,2015-03-08,False,False,patches.php?mode=show&unit=G3&ID=8534,5.0,mrjohnson,1014,tsunamizone
8510,Brian May,2015-02-28,False,False,patches.php?mode=show&unit=G3&ID=8510,5.0,HPS solo,1267,boxvictor
8511,Brian May,2015-02-28,False,False,patches.php?mode=show&unit=G3&ID=8511,4.5,May`s Solo,1272,boxvictor
8512,David Gilmore,2015-02-28,False,False,patches.php?mode=show&unit=G3&ID=8512,4.5,PINK CITY,1043,boxvictor
8513,David Gilmore,2015-02-28,False,False,patches.php?mode=show&unit=G3&ID=8513,2.5,Cluster One,605,boxvictor
8514,___,2015-02-28,False,False,patches.php?mode=show&unit=G3&ID=8514,2.0,BOTOM SOLO,415,boxvictor
8494,djentleman,2015-02-21,True,False,patches.php?mode=show&unit=G3&ID=8494,2.7,djent,953,djentleman
8461,Intervals/The Afterimage,2015-02-15,False,False,patches.php?mode=show&unit=G3&ID=8461,3.0,Metal/The Afterimage/Djent/Intervals,913,Alonsofr94
8447,Cream,2015-02-09,False,False,patches.php?mode=show&unit=G3&ID=8447,1.0,Cream - Sunshine of your love,922,CrazyDiamond
8440,Iron Maiden,2015-02-07,False,True,patches.php?mode=show&unit=G3&ID=8440,1.0,7thson - The clairvoyant,1155,syakugannoikamu...
8438,Herick,2015-02-04,False,False,patches.php?mode=show&unit=G3&ID=8438,4.0,metal/lead,666,Herick
8435,Metallica,2015-02-03,False,True,patches.php?mode=show&unit=G3&ID=8435,,For Whom The Bell Tolls,1171,mr.mustaine
8417,Gary moore,2015-01-24,False,True,patches.php?mode=show&unit=G3&ID=8417,5.0,GARY03 - Blood of emeralds,1304,syakugannoikamu...
8415,Metallica,2015-01-22,True,False,patches.php?mode=show&unit=G3&ID=8415,4.0,Ride The Lightning Album,1784,mr.mustaine
8405,Megadeth,2015-01-18,False,False,patches.php?mode=show&unit=G3&ID=8405,1.0,Tornado Of Souls,1151,mr.mustaine
8393,EISENbricher,2015-01-10,True,False,patches.php?mode=show&unit=G3&ID=8393,,Arena Power Electric Guitar,1129,EISENbricher
8378,DIME,2014-12-28,False,False,patches.php?mode=show&unit=G3&ID=8378,3.0,VULGAR&FAr beyond  DIME DISTORTION 100%,842,VIPER  EVO
8362,Ethan,2014-12-18,False,False,patches.php?mode=show&unit=G3&ID=8362,2.0,StS Clean,632,ethanplaysguita...
8363,Scale the Summit,2014-12-18,False,False,patches.php?mode=show&unit=G3&ID=8363,,StS Rhythm,579,ethanplaysguita...
8364,Scale the Summit,2014-12-18,False,False,patches.php?mode=show&unit=G3&ID=8364,,StS Lead,637,ethanplaysguita...
8365,Scale the Summit,2014-12-18,False,False,patches.php?mode=show&unit=G3&ID=8365,,Slo Clean,669,ethanplaysguita...
8356,OASIS,2014-12-07,True,False,patches.php?mode=show&unit=G3&ID=8356,,NOEL GALLAGHER TONE,1451,bLiNd88
8347,classic rock psychedelic rock,2014-12-04,True,False,patches.php?mode=show&unit=G3&ID=8347,,leslie \rotary simulation,1098,olegario santan...
8348,Porcupine tree kinda distortion (foabp),2014-12-04,True,False,patches.php?mode=show&unit=G3&ID=8348,,octaved pitch distortion,720,olegario santan...
8334,The beatles,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8334,,Twist and Shout,1020,220V
8335,The Ramones,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8335,,Merry Xmas,595,220 V
8336,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8336,,220V Metal,812,220 V
8337,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8337,,220V Metal 1,579,220 V
8338,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8338,5.0,220V Metal 2,994,220 V
8339,Metalllica,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8339,,metallica distorted,1373,220 V
8340,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8340,,Rock N Roll,769,220 V
8341,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8341,,Rock With Delay,540,220 V
8342,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8342,,Run around sue - distorted,408,220 V
8343,CCR,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8343,,Fortunate Son,743,220 V
8344,The Jesus and Mary Chain,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8344,,April Skies,437,220 V
8345,220 V,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8345,,Seven Nation Army,597,220 V
8346,The Cure,2014-11-30,False,False,patches.php?mode=show&unit=G3&ID=8346,,It's Not You,471,220 V
8323,Charlie Brown Jr,2014-11-24,False,True,patches.php?mode=show&unit=G3&ID=8323,4.0,Lugar ao sol,745,Guilherme hensi...
8322,Pavement,2014-11-23,True,False,patches.php?mode=show&unit=G3&ID=8322,,Early Pavement sound,514,Toni Ruiz
8313,Incubus,2014-11-15,False,False,patches.php?mode=show&unit=G3&ID=8313,5.0,nice to know/pardon me,936,Monzeuqirne
8312,Pink Floyd,2014-11-14,False,False,patches.php?mode=show&unit=G3&ID=8312,,money ( tremolo),1067,barrient
8303,Many classic rockers,2014-11-06,True,False,patches.php?mode=show&unit=G3&ID=8303,4.3,Classic Rock,3079,Jusme
8299,Pink Floyd,2014-11-01,False,True,patches.php?mode=show&unit=G3&ID=8299,3.8,Comfortably Numb  live version,2928,barrient
8300,classic Hard ROCK,2014-11-01,False,False,patches.php?mode=show&unit=G3&ID=8300,,Marshall CRUNCH,1403,Denis B.
8296,Yngwie Malmsteen,2014-10-27,False,False,patches.php?mode=show&unit=G3&ID=8296,,YJM,1904,ig
8292,metallica,2014-10-25,False,False,patches.php?mode=show&unit=G3&ID=8292,,one ( intro),1157,barrient
8284,Arch Enemy,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8284,3.0,War Arch #1,868,Clint Fulks
8285,Arch Enemy,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8285,,War Eternal,746,Clint Fulks
8286,EVH,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8286,,Eruption,964,Clint Fulks
8287,Dime,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8287,3.6,Dime 101 live,913,Clint Fulks
8288,Kreator,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8288,5.0,Phantom Antichrist,911,Clint Fulks
8289,ENGL !!,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8289,5.0,ENGL Invader Solo,1270,Clint Fulks
8290,Bogner XTC Solo,2014-10-23,False,False,patches.php?mode=show&unit=G3&ID=8290,,Bogner XTC,746,Clint Fulks
8273,radiohead,2014-10-21,False,False,patches.php?mode=show&unit=G3&ID=8273,,Subterranean Homesick Alien,654,barrient
8274,jet,2014-10-21,False,False,patches.php?mode=show&unit=G3&ID=8274,,Are You Gonna Be My Girl,684,barrient
8275,Smashing Pumpkins,2014-10-21,True,False,patches.php?mode=show&unit=G3&ID=8275,,Today,636,Engel666
8257,tom petty,2014-10-11,False,False,patches.php?mode=show&unit=G3&ID=8257,,learning to fly,720,barrient
8259,-,2014-10-11,True,False,patches.php?mode=show&unit=G3&ID=8259,3.0,HQ Electric Bass,2014,EISENbricher
8255,Ayofish,2014-10-09,False,False,patches.php?mode=show&unit=G3&ID=8255,4.5,Crunchy Overdrive Through a High Watt,700,ayofish
8256,Ayofish,2014-10-09,False,False,patches.php?mode=show&unit=G3&ID=8256,,Heavy Distortion Through a High Watt,587,ayofish
8248,pearl jam,2014-10-05,False,True,patches.php?mode=show&unit=G3&ID=8248,4.0,yellow ledbetter,1121,barrient
8246,Jimi Hendrix,2014-10-04,True,False,patches.php?mode=show&unit=G3&ID=8246,4.0,VoodooChild,2110,Someone
8247,the smiths,2014-10-04,False,True,patches.php?mode=show&unit=G3&ID=8247,,how soon is now (tremolo intro),630,barrient
8236,The Cure,2014-09-28,False,False,patches.php?mode=show&unit=G3&ID=8236,,The Holy Hour,509,Toni Ruiz
8234,My Bloody  Valentine,2014-09-27,False,False,patches.php?mode=show&unit=G3&ID=8234,,Sometimes,542,Toni Ruiz
8228,EISENbricher,2014-09-25,False,True,patches.php?mode=show&unit=G3&ID=8228,,Clean Dreamy Electric,744,EISENbricher
8225,EISENbricher,2014-09-24,True,False,patches.php?mode=show&unit=G3&ID=8225,4.0,HQ Clean Acoustic,2786,EISENbricher
8223,Synyster gates,2014-09-22,True,False,patches.php?mode=show&unit=G3&ID=8223,5.0,Synyster Gates,1305,syn
8215,Slash,2014-09-20,True,False,patches.php?mode=show&unit=G3&ID=8215,4.2,Slash Live Tokyo Dome in 1992,4399,Junior Barbosa
8207,The Rolling Stones,2014-09-17,True,False,patches.php?mode=show&unit=G3&ID=8207,4.0,(I Can't Get No) Satisfaction,2153,Jusme
8198,Raymond Mabinay,2014-09-08,True,False,patches.php?mode=show&unit=G3&ID=8198,4.5,CRAZY CAT,697,Raymond Mabinay
8194,Boston - Tom Scholz,2014-09-07,False,True,patches.php?mode=show&unit=G3&ID=8194,,3rdSTAGE - We're Ready,968,syakugannoikamu...
8196,The brian Jonestown massacre,2014-09-07,False,False,patches.php?mode=show&unit=G3&ID=8196,,Servo-Leads,382,LeaderSheep
8183,ZOOM,2014-08-31,False,False,patches.php?mode=show&unit=G3&ID=8183,,Raw sounds,673,P.Z.
8181,Me,2014-08-27,False,False,patches.php?mode=show&unit=G3&ID=8181,,ROCKER,491,Denis B.
8173,Rock,2014-08-22,False,False,patches.php?mode=show&unit=G3&ID=8173,2.5,Saul2014,543,Max
8174,Max,2014-08-22,False,False,patches.php?mode=show&unit=G3&ID=8174,,saul1908,355,Max
8156,Jusme,2014-08-13,True,False,patches.php?mode=show&unit=G3&ID=8156,,Steve Vai meets Brian May,1044,Jusme
8145,Dire Straits,2014-08-09,True,False,patches.php?mode=show&unit=G3&ID=8145,4.0,Money for Nothing,2346,RoflcopterDX
8142,U2,2014-08-08,False,False,patches.php?mode=show&unit=G3&ID=8142,,Where the Streets Have No Name,1375,ryv1984
8143,U2,2014-08-08,False,False,patches.php?mode=show&unit=G3&ID=8143,,Bad,767,ryv1984
8139,Metallica,2014-08-05,False,False,patches.php?mode=show&unit=G3&ID=8139,,Kill'em All-Seek and Destroy,1421,WojtekCymerys
8115,Bon Jovi,2014-07-31,True,False,patches.php?mode=show&unit=G3&ID=8115,4.0,Wanted Dead or Alive,2306,Biz
8098,Johnny Winter,2014-07-27,False,False,patches.php?mode=show&unit=G3&ID=8098,,test sound,470,Krazymik InPers...
8099,Melvin Taylor,2014-07-27,False,False,patches.php?mode=show&unit=G3&ID=8099,,Style,447,Krazymik InPers...
8100,Punk '77,2014-07-27,False,False,patches.php?mode=show&unit=G3&ID=8100,4.0,Rhythm,738,Krazymik InPers...
8101,Rory Gallagher,2014-07-27,False,False,patches.php?mode=show&unit=G3&ID=8101,,Test,429,Krazymik InPers...
8092,The Rolling Stones,2014-07-23,True,False,patches.php?mode=show&unit=G3&ID=8092,,Mother's Little Helper,655,Jusme
8090,EchoCoversHD,2014-07-21,False,False,patches.php?mode=show&unit=G3&ID=8090,1.0,Heavy Distortion,896,EchoCoversHD
8091,EchoCoversHD,2014-07-21,False,False,patches.php?mode=show&unit=G3&ID=8091,,Clean,1008,EchoCoversHD
7986,dave brubeck,2014-07-15,False,False,patches.php?mode=show&unit=G3&ID=7986,,take five,813,barrient
7975,Me,2014-07-10,False,False,patches.php?mode=show&unit=G3&ID=7975,,Bass tone,1546,Me
7976,EVH,2014-07-10,False,False,patches.php?mode=show&unit=G3&ID=7976,,and the cradle will rock flanger,1035,Me
7973,The Byrds & The Beatles,2014-07-09,True,False,patches.php?mode=show&unit=G3&ID=7973,,Turn Turn Turn & If I Needed Someone,1185,Subridere
7968,soda stereo,2014-07-08,False,False,patches.php?mode=show&unit=G3&ID=7968,3.0,disco eterno,757,barrient
7959,Eric Clapton,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7959,5.0,Cocain,2850,220V
7960,Kenny Wayne Sheppard,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7960,1.0,Blue on Black,677,220V
7961,George and the satelites,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7961,,Keep your hands to yourself,470,220V
7962,The cure,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7962,,Just like Heaven,845,220V
7963,Pearl Jam,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7963,3.0,Last Kiss,705,220V
7964,Bryan Adams,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7964,,Summer of 69 (working),1029,220V
7965,Midnight Oil,2014-07-05,False,False,patches.php?mode=show&unit=G3&ID=7965,,Beds are Burning,613,220V
7954,Bryan Adams,2014-07-04,False,False,patches.php?mode=show&unit=G3&ID=7954,,Summer of 69,810,220V
7948,creedence clearwater revival,2014-07-03,False,False,patches.php?mode=show&unit=G3&ID=7948,3.0,midnight special  tremolo intro,653,barrient
7952,The Scorpions,2014-07-03,True,False,patches.php?mode=show&unit=G3&ID=7952,4.0,The Scorpions,1513,Jusme
7946,vahid,2014-07-01,False,False,patches.php?mode=show&unit=G3&ID=7946,,blues. vahid,528,...
7943,Daft Punk,2014-06-28,False,True,patches.php?mode=show&unit=G3&ID=7943,,Get Lucky,2089,91Snake
7942,Henky Backer,2014-06-26,False,True,patches.php?mode=show&unit=G3&ID=7942,3.7,Metal High Gain,1899,Parabellum
7938,Metalllica,2014-06-25,False,False,patches.php?mode=show&unit=G3&ID=7938,4.0,And Justice for All,1313,CrissE
7939,Metallica,2014-06-25,False,False,patches.php?mode=show&unit=G3&ID=7939,,Fade to Black - solo,1183,CrissE
7937,Iron Maiden,2014-06-24,True,False,patches.php?mode=show&unit=G3&ID=7937,5.0,Wasted Years,2207,Biz
7927,Marillion,2014-06-19,True,False,patches.php?mode=show&unit=G3&ID=7927,5.0,Kayleigh,1094,Jusme
7928,RUSH,2014-06-19,True,False,patches.php?mode=show&unit=G3&ID=7928,,Working Man,792,Jusme
7910,Green Day,2014-06-13,True,True,patches.php?mode=show&unit=G3&ID=7910,4.7,American idiot (beginning guitar),3821,MikyGD
7906,Marillion,2014-06-12,True,False,patches.php?mode=show&unit=G3&ID=7906,,This is the 21st Century,443,Jusme
7908,Basic bass patch,2014-06-12,True,False,patches.php?mode=show&unit=G3&ID=7908,5.0,Bass,1847,Jusme
7905,Anyone who uses a mandolin,2014-06-11,True,False,patches.php?mode=show&unit=G3&ID=7905,,Mandolin,868,Jusme
7899,Steve Rothery,2014-06-06,True,False,patches.php?mode=show&unit=G3&ID=7899,,Marillion,592,Jusme
7898,Queen/Brian May,2014-06-02,True,False,patches.php?mode=show&unit=G3&ID=7898,,Headlong,934,Jusme
7887,"Acoustic, no specific artist.",2014-05-28,True,False,patches.php?mode=show&unit=G3&ID=7887,3.7,Sudacu,2345,Jusme
7883,Elton John/Davey Johnstone,2014-05-25,True,False,patches.php?mode=show&unit=G3&ID=7883,3.7,The Bitch Is Back,978,Jusme
7884,Motley Crue,2014-05-25,True,False,patches.php?mode=show&unit=G3&ID=7884,4.0,motleycrue - Kickstart my heart,1149,syakugannoikamu...
7881,Jusme,2014-05-22,True,False,patches.php?mode=show&unit=G3&ID=7881,3.0,Water,614,Jusme
7880,Van Halen,2014-05-21,True,False,patches.php?mode=show&unit=G3&ID=7880,3.0,E.V.H.,928,Jusme
7877,Rhythm,2014-05-19,True,False,patches.php?mode=show&unit=G3&ID=7877,1.0,Metal/High Gain,1139,guitarman
7878,Lead,2014-05-19,True,False,patches.php?mode=show&unit=G3&ID=7878,2.7,High Gain Lead Tone,1613,guitarman
7879,Jusme,2014-05-19,True,False,patches.php?mode=show&unit=G3&ID=7879,2.0,Ibanez PT3,640,Jusme
7870,AC/DC,2014-05-15,True,False,patches.php?mode=show&unit=G3&ID=7870,4.0,Angus,3077,Jusme
7865,David Gilmour,2014-05-13,False,False,patches.php?mode=show&unit=G3&ID=7865,1.5,On the turning away,1034,Flyther
7866,Tito and tarantula,2014-05-13,True,False,patches.php?mode=show&unit=G3&ID=7866,5.0,After dark - From dusk till dawn,962,Flyther
7867,Queens of the stone age,2014-05-13,False,False,patches.php?mode=show&unit=G3&ID=7867,,I sat by the ocean,588,Flyther
7860,John petrucci-Dream Theater,2014-05-11,True,False,patches.php?mode=show&unit=G3&ID=7860,4.8,Finally Free (Lead),4986,cules
7855,Elton John/Davey Johnstone,2014-05-07,True,False,patches.php?mode=show&unit=G3&ID=7855,2.0,Saturday Night's Alright For Fighting,556,Jusme
7856,RUSH/Alex Lifeson,2014-05-07,True,False,patches.php?mode=show&unit=G3&ID=7856,,Limelight,803,Jusme
7846,Stevie Ray Vaughan,2014-05-01,True,False,patches.php?mode=show&unit=G3&ID=7846,3.3,SRV,2057,Jusme
7842,AC/DC,2014-04-30,True,False,patches.php?mode=show&unit=G3&ID=7842,4.3,Angustrat,2479,Jusme
7843,The Beatles,2014-04-30,True,False,patches.php?mode=show&unit=G3&ID=7843,1.0,Revolution,838,Jusme
7839,Erman,2014-04-28,True,False,patches.php?mode=show&unit=G3&ID=7839,3.0,Brian May Bohemian Rapsody,1516,Erman
7824,sweet ARMS - Trust in you,2014-04-23,False,True,patches.php?mode=show&unit=G3&ID=7824,,81DRIVE - Rock backing for EMG 81,815,syakugannoikamu...
7817,Stryper Michael Sweet/Oz Fox,2014-04-18,True,False,patches.php?mode=show&unit=G3&ID=7817,,Stryper,613,Jusme
7780,Me,2014-03-29,True,False,patches.php?mode=show&unit=G3&ID=7780,4.8,Variax1928,1477,Kurt
7781,Me,2014-03-29,True,False,patches.php?mode=show&unit=G3&ID=7781,,VariaxAc12,1055,Kurt
7782,Me,2014-03-29,True,False,patches.php?mode=show&unit=G3&ID=7782,4.0,VariaxAcou,1259,Kurt
7783,Me,2014-03-29,True,False,patches.php?mode=show&unit=G3&ID=7783,4.8,VariaxSitr,1248,Kurt
7784,Me,2014-03-29,True,False,patches.php?mode=show&unit=G3&ID=7784,5.0,VariaxBanj,1120,Kurt
7774,None...Mini Big Ben,2014-03-26,True,False,patches.php?mode=show&unit=G3&ID=7774,4.5,Clock Chimes,769,Jusme
7773,Zakk Wylde,2014-03-25,True,False,patches.php?mode=show&unit=G3&ID=7773,2.0,Wylde Distortion,2042,Jusme
7771,Oasis,2014-03-24,True,False,patches.php?mode=show&unit=G3&ID=7771,3.7,Supersonic Noel,1266,bLiNd88
7760,Beatles,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7760,4.0,FAB4-1966,1189,Kurt
7761,TheBeatles,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7761,5.0,FAB-1966#2,2362,Kurt
7762,Me,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7762,5.0,GermTicVI#,1076,Kurt
7763,PeterGreen/Greeny,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7763,,MrGreeny#,814,Kurt
7764,PeterGreen-FleetwoodMac/IfYouBeMyBaby,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7764,,PG-IfYouBe,735,Kurt
7765,PeterGreen-FleetwoodMac/Bluesjam in Chicago 1969,2014-03-23,False,False,patches.php?mode=show&unit=G3&ID=7765,,MrGreen4#,600,Kurt
7769,Tommy Tedesco,2014-03-23,True,False,patches.php?mode=show&unit=G3&ID=7769,4.0,Three's Company,643,Jusme
7752,Def Leppard,2014-03-21,True,False,patches.php?mode=show&unit=G3&ID=7752,4.0,Hysteria (Lead),2672,Biz
7753,X-Japan,2014-03-21,False,True,patches.php?mode=show&unit=G3&ID=7753,,X - World Anthem,1111,syakugannoikamu...
7747,periphery,2014-03-17,False,False,patches.php?mode=show&unit=G3&ID=7747,2.5,Djenty,901,Yuto
7702,Pink Floyd / David Gilmour,2014-03-11,True,False,patches.php?mode=show&unit=G3&ID=7702,3.8,Run Like Hell,1531,Jusme
7699,Me,2014-03-10,False,False,patches.php?mode=show&unit=G3&ID=7699,5.0,For Solo,1759,Arefeen Shourav
